University,Department,Graduation_Year,Monthly_Earning_PKR,Field_Match,Job_Type
NUST,BS English,2019,8000,No,Unemployed
NUST,BS English,2019,8000,No,Unemployed
NUST,BS English,2019,61527,Yes,Low-standard Job
NUST,BS English,2019,42957,Yes,Government Job
NUST,BS English,2019,85752,No,Freelancer
NUST,BS English,2019,12655,No,Government Job
NUST,BS English,2019,44304,No,Freelancer
NUST,BS English,2019,24552,No,Low-standard Job
NUST,BS English,2019,25646,No,Business Owner
NUST,BS English,2019,14062,No,Government Job
NUST,BS English,2019,8000,No,Higher Studies
NUST,BS English,2019,28599,No,Low-standard Job
NUST,BS English,2019,55455,Yes,Freelancer
NUST,BS English,2019,9465,No,Higher Studies
NUST,BS English,2019,24778,No,Freelancer
NUST,BS English,2019,44588,Yes,Freelancer
NUST,BS English,2019,61910,No,Government Job
NUST,BS English,2019,35838,No,Low-standard Job
NUST,BS English,2019,20060,Yes,Low-standard Job
NUST,BS English,2019,50984,Yes,High-standard Job
NUST,BS English,2019,15988,No,Higher Studies
NUST,BS English,2019,29506,No,Low-standard Job
NUST,BS English,2019,30388,Yes,Low-standard Job
NUST,BS English,2019,24534,No,Freelancer
NUST,BS English,2019,33958,Yes,Government Job
NUST,BS English,2019,21802,No,Low-standard Job
NUST,BS English,2019,29829,No,Low-standard Job
NUST,BS English,2019,17151,No,Government Job
NUST,BS English,2019,121130,Yes,High-standard Job
NUST,BS English,2020,15078,No,Low-standard Job
NUST,BS English,2020,27227,Yes,Freelancer
NUST,BS English,2020,8894,No,Higher Studies
NUST,BS English,2020,101130,No,Freelancer
NUST,BS English,2020,38408,No,Low-standard Job
NUST,BS English,2020,90662,No,Government Job
NUST,BS English,2020,8000,No,Unemployed
NUST,BS English,2020,47247,No,Low-standard Job
NUST,BS English,2020,49024,No,Low-standard Job
NUST,BS English,2020,56015,No,High-standard Job
NUST,BS English,2020,17381,No,Low-standard Job
NUST,BS English,2020,8000,No,Unemployed
NUST,BS English,2020,8000,No,Unemployed
NUST,BS English,2020,54739,No,Business Owner
NUST,BS English,2020,12850,No,Higher Studies
NUST,BS English,2020,27100,No,Freelancer
NUST,BS English,2020,21687,No,Low-standard Job
NUST,BS English,2020,45675,No,Business Owner
NUST,BS English,2020,80802,No,Low-standard Job
NUST,BS English,2020,9438,No,Higher Studies
NUST,BS English,2020,8000,No,Unemployed
NUST,BS English,2020,20444,No,Higher Studies
NUST,BS English,2020,24164,No,Freelancer
NUST,BS English,2020,44524,No,Government Job
NUST,BS English,2020,65523,No,Government Job
NUST,BS English,2021,46449,Yes,Government Job
NUST,BS English,2021,8000,No,Unemployed
NUST,BS English,2021,107968,Yes,Freelancer
NUST,BS English,2021,40464,Yes,Low-standard Job
NUST,BS English,2021,58329,No,Freelancer
NUST,BS English,2021,16339,No,Higher Studies
NUST,BS English,2021,52374,Yes,Higher Studies
NUST,BS English,2021,42499,Yes,Low-standard Job
NUST,BS English,2021,8000,No,Unemployed
NUST,BS English,2021,115084,No,Low-standard Job
NUST,BS English,2021,64937,No,Freelancer
NUST,BS English,2021,31575,Yes,Freelancer
NUST,BS English,2021,19517,No,Government Job
NUST,BS English,2021,8000,No,Unemployed
NUST,BS English,2021,56089,Yes,Business Owner
NUST,BS English,2021,10846,Yes,Higher Studies
NUST,BS English,2021,38329,No,Low-standard Job
NUST,BS English,2021,35044,No,Low-standard Job
NUST,BS English,2021,26270,No,Low-standard Job
NUST,BS English,2021,8000,Yes,Unemployed
NUST,BS English,2021,9167,Yes,Unemployed
NUST,BS English,2021,8000,No,Unemployed
NUST,BS English,2021,43953,No,Government Job
NUST,BS English,2021,72534,No,Business Owner
NUST,BS English,2021,23228,No,Low-standard Job
NUST,BS English,2021,27188,No,Freelancer
NUST,BS English,2022,78788,No,Low-standard Job
NUST,BS English,2022,27808,No,Business Owner
NUST,BS English,2022,36736,No,Low-standard Job
NUST,BS English,2022,31355,No,Low-standard Job
NUST,BS English,2022,30547,No,Business Owner
NUST,BS English,2022,8000,No,Unemployed
NUST,BS English,2022,88440,No,High-standard Job
NUST,BS English,2022,38191,No,Low-standard Job
NUST,BS English,2022,84860,Yes,Freelancer
NUST,BS English,2022,45850,No,Government Job
NUST,BS English,2022,52291,No,Freelancer
NUST,BS English,2022,9782,No,Low-standard Job
NUST,BS English,2022,20799,No,Low-standard Job
NUST,BS English,2022,17523,No,Low-standard Job
NUST,BS English,2022,8000,No,Unemployed
NUST,BS English,2022,44193,No,Government Job
NUST,BS English,2022,40162,No,Government Job
NUST,BS English,2022,25403,No,Low-standard Job
NUST,BS English,2022,36580,No,Freelancer
NUST,BS English,2022,31785,No,Low-standard Job
NUST,BS English,2023,28323,No,Business Owner
NUST,BS English,2023,35365,Yes,Freelancer
NUST,BS English,2023,122603,No,High-standard Job
NUST,BS English,2023,48040,No,Government Job
NUST,BS English,2023,25634,No,Freelancer
NUST,BS English,2023,76489,No,Government Job
NUST,BS English,2023,27258,Yes,Freelancer
NUST,BS English,2023,8000,No,Unemployed
NUST,BS English,2023,30640,No,Low-standard Job
NUST,BS English,2023,24694,No,Low-standard Job
NUST,BS English,2023,44152,Yes,Low-standard Job
NUST,BS English,2023,33996,No,Low-standard Job
NUST,BS English,2023,10165,No,Higher Studies
NUST,BS English,2023,25491,No,Freelancer
NUST,BS English,2023,35681,No,Low-standard Job
NUST,BS English,2023,16012,No,Low-standard Job
NUST,BS English,2023,8000,No,Unemployed
NUST,BS English,2023,32934,No,Low-standard Job
NUST,BS English,2023,33644,No,Higher Studies
NUST,BS English,2023,20651,No,Government Job
NUST,BS English,2023,8000,No,Unemployed
NUST,BS English,2023,39974,No,Low-standard Job
NUST,BS English,2023,60084,No,High-standard Job
NUST,BS English,2023,15998,Yes,Low-standard Job
NUST,BS English,2023,72263,No,Freelancer
NUST,BS English,2023,37812,No,Government Job
NUST,BS English,2023,24520,No,Low-standard Job
NUST,BS English,2023,57931,No,High-standard Job
NUST,BS English,2024,65123,No,Freelancer
NUST,BS English,2024,31021,No,Low-standard Job
NUST,BS English,2024,41242,No,Low-standard Job
NUST,BS English,2024,25195,No,Freelancer
NUST,BS English,2024,15718,No,Low-standard Job
NUST,BS English,2024,18599,No,Freelancer
NUST,BS English,2024,81436,No,Government Job
NUST,BS English,2024,12495,No,Higher Studies
NUST,BS English,2024,8000,No,Unemployed
NUST,BS English,2024,45513,No,Business Owner
NUST,BS English,2024,40805,No,Freelancer
NUST,BS English,2024,18298,Yes,Low-standard Job
NUST,BS English,2024,33519,No,Government Job
NUST,BS English,2024,12824,No,Higher Studies
NUST,BS English,2024,57394,No,High-standard Job
NUST,BS English,2024,53018,Yes,Freelancer
NUST,BS English,2024,51243,No,Freelancer
NUST,BS English,2024,16060,No,Low-standard Job
NUST,BS English,2024,47126,No,High-standard Job
NUST,BS English,2024,8000,No,Unemployed
NUST,BS English,2024,47431,No,Government Job
NUST,BS English,2024,8000,Yes,Unemployed
NUST,BS English,2024,23199,No,High-standard Job
NUST,BS English,2024,8000,Yes,Unemployed
NUST,BS English,2024,142199,Yes,Freelancer
NUST,BS English,2024,29273,No,Low-standard Job
NUST,BS Economics,2018,172160,No,Business Owner
NUST,BS Economics,2018,62591,No,Low-standard Job
NUST,BS Economics,2018,101546,Yes,High-standard Job
NUST,BS Economics,2018,214165,Yes,Government Job
NUST,BS Economics,2018,49039,Yes,Low-standard Job
NUST,BS Economics,2018,15956,Yes,Unemployed
NUST,BS Economics,2018,79828,Yes,Higher Studies
NUST,BS Economics,2018,40112,Yes,Business Owner
NUST,BS Economics,2018,95820,Yes,Government Job
NUST,BS Economics,2018,63553,No,Freelancer
NUST,BS Economics,2018,29489,No,Low-standard Job
NUST,BS Economics,2018,207149,Yes,High-standard Job
NUST,BS Economics,2018,171678,No,High-standard Job
NUST,BS Economics,2018,142405,Yes,High-standard Job
NUST,BS Economics,2018,36628,No,Higher Studies
NUST,BS Economics,2018,39166,No,Higher Studies
NUST,BS Economics,2018,177443,No,High-standard Job
NUST,BS Economics,2018,67355,Yes,Higher Studies
NUST,BS Economics,2018,153497,Yes,Business Owner
NUST,BS Economics,2018,252349,No,High-standard Job
NUST,BS Economics,2018,358225,Yes,Business Owner
NUST,BS Economics,2018,128979,No,Business Owner
NUST,BS Economics,2018,89103,Yes,Government Job
NUST,BS Economics,2018,83786,Yes,High-standard Job
NUST,BS Economics,2018,54414,Yes,High-standard Job
NUST,BS Economics,2018,175234,No,High-standard Job
NUST,BS Economics,2019,167846,Yes,Government Job
NUST,BS Economics,2019,61335,No,Government Job
NUST,BS Economics,2019,123205,Yes,High-standard Job
NUST,BS Economics,2019,69434,Yes,Government Job
NUST,BS Economics,2019,50029,Yes,Government Job
NUST,BS Economics,2019,51049,Yes,Business Owner
NUST,BS Economics,2019,30177,Yes,Government Job
NUST,BS Economics,2019,35771,No,Higher Studies
NUST,BS Economics,2019,114024,Yes,Government Job
NUST,BS Economics,2019,74100,No,Freelancer
NUST,BS Economics,2019,98392,No,Government Job
NUST,BS Economics,2019,66016,Yes,Low-standard Job
NUST,BS Economics,2019,100476,Yes,Government Job
NUST,BS Economics,2019,95222,No,Higher Studies
NUST,BS Economics,2019,391421,Yes,Business Owner
NUST,BS Economics,2019,75417,No,Government Job
NUST,BS Economics,2019,146066,Yes,Business Owner
NUST,BS Economics,2019,96098,Yes,Government Job
NUST,BS Economics,2019,191658,Yes,Business Owner
NUST,BS Economics,2019,182659,No,Government Job
NUST,BS Economics,2019,90637,Yes,High-standard Job
NUST,BS Economics,2019,34930,Yes,Low-standard Job
NUST,BS Economics,2019,12700,No,Unemployed
NUST,BS Economics,2020,191920,Yes,Government Job
NUST,BS Economics,2020,143825,No,High-standard Job
NUST,BS Economics,2020,181135,Yes,Business Owner
NUST,BS Economics,2020,53230,No,Low-standard Job
NUST,BS Economics,2020,53142,Yes,Government Job
NUST,BS Economics,2020,123913,Yes,Business Owner
NUST,BS Economics,2020,9220,Yes,Unemployed
NUST,BS Economics,2020,147949,No,High-standard Job
NUST,BS Economics,2020,53878,Yes,Government Job
NUST,BS Economics,2020,141916,Yes,High-standard Job
NUST,BS Economics,2020,64327,Yes,Freelancer
NUST,BS Economics,2020,75954,No,High-standard Job
NUST,BS Economics,2020,175526,Yes,High-standard Job
NUST,BS Economics,2020,41331,Yes,Low-standard Job
NUST,BS Economics,2020,144669,Yes,High-standard Job
NUST,BS Economics,2020,112862,Yes,Freelancer
NUST,BS Economics,2020,158222,Yes,Business Owner
NUST,BS Economics,2020,84680,No,High-standard Job
NUST,BS Economics,2020,39160,No,Government Job
NUST,BS Economics,2020,85031,Yes,High-standard Job
NUST,BS Economics,2020,52407,No,High-standard Job
NUST,BS Economics,2020,108630,Yes,Low-standard Job
NUST,BS Economics,2020,14388,No,Unemployed
NUST,BS Economics,2020,28103,Yes,Higher Studies
NUST,BS Economics,2020,48206,Yes,Government Job
NUST,BS Economics,2020,192835,Yes,Freelancer
NUST,BS Economics,2021,100921,Yes,Business Owner
NUST,BS Economics,2021,95366,No,Business Owner
NUST,BS Economics,2021,29737,No,Government Job
NUST,BS Economics,2021,182893,Yes,Freelancer
NUST,BS Economics,2021,83316,No,Government Job
NUST,BS Economics,2021,9921,Yes,Unemployed
NUST,BS Economics,2021,31668,No,Low-standard Job
NUST,BS Economics,2021,40961,Yes,Higher Studies
NUST,BS Economics,2021,93583,Yes,Freelancer
NUST,BS Economics,2021,57741,Yes,Higher Studies
NUST,BS Economics,2021,67508,No,Freelancer
NUST,BS Economics,2021,148692,Yes,High-standard Job
NUST,BS Economics,2021,146866,No,Government Job
NUST,BS Economics,2021,102567,Yes,High-standard Job
NUST,BS Economics,2021,51469,No,Government Job
NUST,BS Economics,2021,70592,Yes,High-standard Job
NUST,BS Economics,2021,110740,Yes,High-standard Job
NUST,BS Economics,2021,132062,Yes,Freelancer
NUST,BS Economics,2021,28623,No,Government Job
NUST,BS Economics,2021,66522,Yes,Low-standard Job
NUST,BS Economics,2021,31211,Yes,High-standard Job
NUST,BS Economics,2021,203954,Yes,High-standard Job
NUST,BS Economics,2021,83071,No,High-standard Job
NUST,BS Economics,2021,79279,No,Low-standard Job
NUST,BS Economics,2021,151609,Yes,High-standard Job
NUST,BS Economics,2021,102067,No,High-standard Job
NUST,BS Economics,2021,49068,Yes,Government Job
NUST,BS Economics,2021,98848,No,Government Job
NUST,BS Economics,2021,36999,Yes,Low-standard Job
NUST,BS Economics,2022,89490,No,Government Job
NUST,BS Economics,2022,9328,No,Unemployed
NUST,BS Economics,2022,51556,Yes,Low-standard Job
NUST,BS Economics,2022,70185,No,Government Job
NUST,BS Economics,2022,8000,Yes,Unemployed
NUST,BS Economics,2022,168619,Yes,Business Owner
NUST,BS Economics,2022,139597,No,High-standard Job
NUST,BS Economics,2022,18863,Yes,Higher Studies
NUST,BS Economics,2022,160709,No,Freelancer
NUST,BS Economics,2022,48954,Yes,Higher Studies
NUST,BS Economics,2022,150136,No,Freelancer
NUST,BS Economics,2022,94351,No,Government Job
NUST,BS Economics,2022,121338,Yes,Business Owner
NUST,BS Economics,2022,187647,No,High-standard Job
NUST,BS Economics,2022,147615,Yes,High-standard Job
NUST,BS Economics,2022,58369,No,Government Job
NUST,BS Economics,2022,147954,Yes,Business Owner
NUST,BS Economics,2022,105035,Yes,High-standard Job
NUST,BS Economics,2022,67630,Yes,Government Job
NUST,BS Economics,2022,300397,No,High-standard Job
NUST,BS Economics,2023,159201,Yes,Business Owner
NUST,BS Economics,2023,139018,Yes,High-standard Job
NUST,BS Economics,2023,72718,No,Freelancer
NUST,BS Economics,2023,66002,No,Business Owner
NUST,BS Economics,2023,83630,No,Business Owner
NUST,BS Economics,2023,138424,No,High-standard Job
NUST,BS Economics,2023,72165,Yes,Government Job
NUST,BS Economics,2023,31244,No,Government Job
NUST,BS Economics,2023,71473,No,Low-standard Job
NUST,BS Economics,2023,106648,No,Freelancer
NUST,BS Economics,2023,76386,No,Low-standard Job
NUST,BS Economics,2023,121209,Yes,Low-standard Job
NUST,BS Economics,2023,58984,Yes,Government Job
NUST,BS Economics,2023,224571,Yes,High-standard Job
NUST,BS Economics,2023,51282,Yes,Low-standard Job
NUST,BS Economics,2023,59713,Yes,Business Owner
NUST,BS Economics,2023,108055,Yes,Business Owner
NUST,BS Economics,2023,60323,Yes,Government Job
NUST,BS Economics,2023,100860,No,Business Owner
NUST,BS Economics,2023,78532,Yes,High-standard Job
NUST,BS Economics,2023,28671,No,Higher Studies
NUST,BS Economics,2023,97252,Yes,Government Job
NUST,BS Economics,2023,85267,No,Business Owner
NUST,BS Economics,2023,92289,Yes,Government Job
NUST,BS Economics,2023,100869,Yes,Government Job
NUST,BS Economics,2024,54019,No,High-standard Job
NUST,BS Economics,2024,168057,Yes,High-standard Job
NUST,BS Economics,2024,8000,No,Unemployed
NUST,BS Economics,2024,83940,Yes,Freelancer
NUST,BS Economics,2024,62282,Yes,Government Job
NUST,BS Economics,2024,112208,No,Business Owner
NUST,BS Economics,2024,139501,No,Government Job
NUST,BS Economics,2024,191565,No,Freelancer
NUST,BS Economics,2024,156668,Yes,High-standard Job
NUST,BS Economics,2024,73605,No,Government Job
NUST,BS Economics,2024,87021,No,High-standard Job
NUST,BS Economics,2024,91231,Yes,High-standard Job
NUST,BS Economics,2024,139572,No,High-standard Job
NUST,BS Economics,2024,28003,Yes,Government Job
NUST,BS Economics,2024,242539,Yes,Business Owner
NUST,BS Economics,2024,189452,Yes,Business Owner
NUST,BS Economics,2024,42911,No,Government Job
NUST,BS Economics,2024,148665,Yes,High-standard Job
NUST,BS Economics,2024,56573,No,Low-standard Job
NUST,BS Economics,2024,244407,Yes,High-standard Job
NUST,BS Economics,2024,107740,Yes,Low-standard Job
NUST,BS Economics,2024,57205,Yes,High-standard Job
NUST,BS Economics,2024,126460,Yes,Freelancer
NUST,BS Economics,2024,107020,No,Freelancer
NUST,BS Economics,2024,30421,No,Higher Studies
NUST,BS Economics,2024,53718,No,Low-standard Job
NUST,BS Economics,2024,45939,Yes,Government Job
NUST,BS Economics,2024,129885,No,Business Owner
NUST,BS Economics,2024,14563,No,Higher Studies
NUST,BS Economics,2024,171975,Yes,High-standard Job
PIEAS,BS Data Science,2018,145784,Yes,High-standard Job
PIEAS,BS Data Science,2018,155268,No,Government Job
PIEAS,BS Data Science,2018,354913,Yes,High-standard Job
PIEAS,BS Data Science,2018,75997,Yes,Government Job
PIEAS,BS Data Science,2018,94500,Yes,High-standard Job
PIEAS,BS Data Science,2018,56970,No,Higher Studies
PIEAS,BS Data Science,2018,285075,Yes,High-standard Job
PIEAS,BS Data Science,2018,113334,Yes,Business Owner
PIEAS,BS Data Science,2018,248097,Yes,Freelancer
PIEAS,BS Data Science,2018,109951,Yes,Freelancer
PIEAS,BS Data Science,2018,29813,Yes,Higher Studies
PIEAS,BS Data Science,2018,70588,Yes,Low-standard Job
PIEAS,BS Data Science,2018,184781,Yes,High-standard Job
PIEAS,BS Data Science,2018,660330,No,High-standard Job
PIEAS,BS Data Science,2018,333970,No,High-standard Job
PIEAS,BS Data Science,2018,247559,No,Freelancer
PIEAS,BS Data Science,2018,12240,Yes,Unemployed
PIEAS,BS Data Science,2018,125231,Yes,High-standard Job
PIEAS,BS Data Science,2018,130305,Yes,High-standard Job
PIEAS,BS Data Science,2018,208904,Yes,High-standard Job
PIEAS,BS Data Science,2018,33350,Yes,Higher Studies
PIEAS,BS Data Science,2018,248225,Yes,Freelancer
PIEAS,BS Data Science,2018,173382,Yes,High-standard Job
PIEAS,BS Data Science,2018,81443,Yes,Government Job
PIEAS,BS Data Science,2018,65443,Yes,Higher Studies
PIEAS,BS Data Science,2018,489999,Yes,Freelancer
PIEAS,BS Data Science,2018,130272,Yes,Freelancer
PIEAS,BS Data Science,2019,257008,No,High-standard Job
PIEAS,BS Data Science,2019,75654,Yes,Higher Studies
PIEAS,BS Data Science,2019,135754,Yes,High-standard Job
PIEAS,BS Data Science,2019,38741,No,Higher Studies
PIEAS,BS Data Science,2019,99397,No,Higher Studies
PIEAS,BS Data Science,2019,254551,Yes,High-standard Job
PIEAS,BS Data Science,2019,65060,Yes,Higher Studies
PIEAS,BS Data Science,2019,69421,Yes,Government Job
PIEAS,BS Data Science,2019,138033,Yes,Low-standard Job
PIEAS,BS Data Science,2019,226917,Yes,High-standard Job
PIEAS,BS Data Science,2019,125251,No,Freelancer
PIEAS,BS Data Science,2019,305088,Yes,Freelancer
PIEAS,BS Data Science,2019,112281,Yes,Freelancer
PIEAS,BS Data Science,2019,379326,Yes,Business Owner
PIEAS,BS Data Science,2019,65152,No,Higher Studies
PIEAS,BS Data Science,2019,98498,Yes,Business Owner
PIEAS,BS Data Science,2019,333197,No,High-standard Job
PIEAS,BS Data Science,2019,10658,No,Unemployed
PIEAS,BS Data Science,2019,106564,Yes,Freelancer
PIEAS,BS Data Science,2019,257926,Yes,High-standard Job
PIEAS,BS Data Science,2019,172659,Yes,High-standard Job
PIEAS,BS Data Science,2019,236642,No,High-standard Job
PIEAS,BS Data Science,2019,19304,Yes,Unemployed
PIEAS,BS Data Science,2019,227773,Yes,High-standard Job
PIEAS,BS Data Science,2019,99767,Yes,Business Owner
PIEAS,BS Data Science,2020,87102,Yes,Higher Studies
PIEAS,BS Data Science,2020,64907,No,Business Owner
PIEAS,BS Data Science,2020,167874,No,High-standard Job
PIEAS,BS Data Science,2020,121876,No,Freelancer
PIEAS,BS Data Science,2020,333387,Yes,High-standard Job
PIEAS,BS Data Science,2020,147476,Yes,Freelancer
PIEAS,BS Data Science,2020,270497,Yes,High-standard Job
PIEAS,BS Data Science,2020,156266,Yes,High-standard Job
PIEAS,BS Data Science,2020,171215,Yes,High-standard Job
PIEAS,BS Data Science,2020,233314,Yes,High-standard Job
PIEAS,BS Data Science,2020,9592,No,Unemployed
PIEAS,BS Data Science,2020,230904,Yes,Government Job
PIEAS,BS Data Science,2020,309499,No,High-standard Job
PIEAS,BS Data Science,2020,120015,No,High-standard Job
PIEAS,BS Data Science,2020,92553,Yes,High-standard Job
PIEAS,BS Data Science,2020,76860,Yes,Low-standard Job
PIEAS,BS Data Science,2020,190271,Yes,High-standard Job
PIEAS,BS Data Science,2020,45992,Yes,Higher Studies
PIEAS,BS Data Science,2020,25264,No,Higher Studies
PIEAS,BS Data Science,2020,211183,No,High-standard Job
PIEAS,BS Data Science,2021,70628,Yes,Higher Studies
PIEAS,BS Data Science,2021,151610,No,Government Job
PIEAS,BS Data Science,2021,101680,Yes,High-standard Job
PIEAS,BS Data Science,2021,301517,Yes,High-standard Job
PIEAS,BS Data Science,2021,108355,Yes,Freelancer
PIEAS,BS Data Science,2021,285873,Yes,High-standard Job
PIEAS,BS Data Science,2021,264907,Yes,Government Job
PIEAS,BS Data Science,2021,197383,Yes,Freelancer
PIEAS,BS Data Science,2021,175119,No,High-standard Job
PIEAS,BS Data Science,2021,23603,No,Higher Studies
PIEAS,BS Data Science,2021,189268,No,Business Owner
PIEAS,BS Data Science,2021,219517,Yes,High-standard Job
PIEAS,BS Data Science,2021,61508,No,Higher Studies
PIEAS,BS Data Science,2021,274156,No,High-standard Job
PIEAS,BS Data Science,2021,198735,No,High-standard Job
PIEAS,BS Data Science,2021,247698,Yes,High-standard Job
PIEAS,BS Data Science,2021,190893,Yes,High-standard Job
PIEAS,BS Data Science,2021,279600,Yes,High-standard Job
PIEAS,BS Data Science,2021,174544,Yes,Freelancer
PIEAS,BS Data Science,2021,298954,Yes,High-standard Job
PIEAS,BS Data Science,2021,194589,No,High-standard Job
PIEAS,BS Data Science,2021,101797,Yes,Freelancer
PIEAS,BS Data Science,2021,205059,No,High-standard Job
PIEAS,BS Data Science,2021,132857,Yes,Freelancer
PIEAS,BS Data Science,2021,143144,No,Low-standard Job
PIEAS,BS Data Science,2022,225961,No,Freelancer
PIEAS,BS Data Science,2022,323946,Yes,High-standard Job
PIEAS,BS Data Science,2022,481126,Yes,High-standard Job
PIEAS,BS Data Science,2022,239951,Yes,High-standard Job
PIEAS,BS Data Science,2022,168976,No,Freelancer
PIEAS,BS Data Science,2022,349185,Yes,High-standard Job
PIEAS,BS Data Science,2022,131117,Yes,Freelancer
PIEAS,BS Data Science,2022,118086,Yes,High-standard Job
PIEAS,BS Data Science,2022,73538,Yes,Government Job
PIEAS,BS Data Science,2022,224369,Yes,High-standard Job
PIEAS,BS Data Science,2022,172280,No,High-standard Job
PIEAS,BS Data Science,2022,539886,Yes,High-standard Job
PIEAS,BS Data Science,2022,93223,Yes,Government Job
PIEAS,BS Data Science,2022,134612,Yes,Low-standard Job
PIEAS,BS Data Science,2022,53820,No,Higher Studies
PIEAS,BS Data Science,2022,185416,Yes,High-standard Job
PIEAS,BS Data Science,2022,700000,No,High-standard Job
PIEAS,BS Data Science,2022,158058,Yes,Government Job
PIEAS,BS Data Science,2022,114220,Yes,Freelancer
PIEAS,BS Data Science,2022,26071,Yes,Low-standard Job
PIEAS,BS Data Science,2023,275331,Yes,Freelancer
PIEAS,BS Data Science,2023,147487,Yes,Freelancer
PIEAS,BS Data Science,2023,140895,Yes,Low-standard Job
PIEAS,BS Data Science,2023,200724,No,High-standard Job
PIEAS,BS Data Science,2023,16655,Yes,Unemployed
PIEAS,BS Data Science,2023,381971,Yes,Business Owner
PIEAS,BS Data Science,2023,85657,No,Higher Studies
PIEAS,BS Data Science,2023,206897,No,High-standard Job
PIEAS,BS Data Science,2023,197763,No,Business Owner
PIEAS,BS Data Science,2023,143111,Yes,Business Owner
PIEAS,BS Data Science,2023,103980,Yes,Freelancer
PIEAS,BS Data Science,2023,234820,Yes,High-standard Job
PIEAS,BS Data Science,2023,118148,No,Government Job
PIEAS,BS Data Science,2023,305015,Yes,High-standard Job
PIEAS,BS Data Science,2023,541319,No,High-standard Job
PIEAS,BS Data Science,2023,172339,Yes,High-standard Job
PIEAS,BS Data Science,2023,393500,Yes,High-standard Job
PIEAS,BS Data Science,2023,159541,No,Freelancer
PIEAS,BS Data Science,2023,118416,Yes,Government Job
PIEAS,BS Data Science,2023,160385,Yes,Freelancer
PIEAS,BS Data Science,2023,92925,No,Government Job
PIEAS,BS Data Science,2023,263462,Yes,High-standard Job
PIEAS,BS Data Science,2023,15553,Yes,Unemployed
PIEAS,BS Data Science,2023,127268,Yes,High-standard Job
PIEAS,BS Data Science,2023,24254,Yes,Unemployed
PIEAS,BS Data Science,2023,148110,Yes,High-standard Job
PIEAS,BS Data Science,2023,137121,No,Freelancer
PIEAS,BS Data Science,2023,224127,No,Low-standard Job
PIEAS,BS Data Science,2023,398299,Yes,High-standard Job
PIEAS,BS Data Science,2024,119631,No,High-standard Job
PIEAS,BS Data Science,2024,405346,Yes,High-standard Job
PIEAS,BS Data Science,2024,257885,No,High-standard Job
PIEAS,BS Data Science,2024,188496,Yes,High-standard Job
PIEAS,BS Data Science,2024,200748,Yes,High-standard Job
PIEAS,BS Data Science,2024,47751,No,Higher Studies
PIEAS,BS Data Science,2024,228442,Yes,High-standard Job
PIEAS,BS Data Science,2024,59945,Yes,Higher Studies
PIEAS,BS Data Science,2024,96192,No,Business Owner
PIEAS,BS Data Science,2024,89682,No,Low-standard Job
PIEAS,BS Data Science,2024,218283,Yes,High-standard Job
PIEAS,BS Data Science,2024,315879,Yes,High-standard Job
PIEAS,BS Data Science,2024,125000,Yes,Freelancer
PIEAS,BS Data Science,2024,243350,No,Business Owner
PIEAS,BS Data Science,2024,343910,Yes,Freelancer
PIEAS,BS Data Science,2024,214145,Yes,Business Owner
PIEAS,BS Data Science,2024,238288,Yes,High-standard Job
PIEAS,BS Data Science,2024,207720,Yes,Business Owner
PIEAS,BS Data Science,2024,46028,No,Higher Studies
PIEAS,BS Data Science,2024,128362,No,Freelancer
PIEAS,BS Data Science,2024,136288,Yes,High-standard Job
PIEAS,BS Data Science,2024,402449,No,Business Owner
PIEAS,BS Data Science,2024,84961,Yes,High-standard Job
PIEAS,BS Data Science,2024,266827,Yes,High-standard Job
PIEAS,BS Data Science,2024,129124,No,Higher Studies
PIEAS,BS Data Science,2024,216480,Yes,High-standard Job
PIEAS,BS Data Science,2024,355275,Yes,Business Owner
PIEAS,BS Data Science,2024,64726,Yes,Higher Studies
PIEAS,BS Data Science,2024,157780,Yes,Freelancer
PIEAS,BS Software Engineering,2018,222964,Yes,Freelancer
PIEAS,BS Software Engineering,2018,10862,Yes,Higher Studies
PIEAS,BS Software Engineering,2018,297333,Yes,Business Owner
PIEAS,BS Software Engineering,2018,219918,Yes,High-standard Job
PIEAS,BS Software Engineering,2018,119345,No,Government Job
PIEAS,BS Software Engineering,2018,210038,Yes,High-standard Job
PIEAS,BS Software Engineering,2018,46360,Yes,Low-standard Job
PIEAS,BS Software Engineering,2018,182326,Yes,Business Owner
PIEAS,BS Software Engineering,2018,350596,Yes,High-standard Job
PIEAS,BS Software Engineering,2018,118226,Yes,Government Job
PIEAS,BS Software Engineering,2018,298951,Yes,High-standard Job
PIEAS,BS Software Engineering,2018,108140,Yes,High-standard Job
PIEAS,BS Software Engineering,2018,13850,Yes,Unemployed
PIEAS,BS Software Engineering,2018,49769,No,Freelancer
PIEAS,BS Software Engineering,2018,147446,Yes,High-standard Job
PIEAS,BS Software Engineering,2018,247764,No,High-standard Job
PIEAS,BS Software Engineering,2018,459688,Yes,Business Owner
PIEAS,BS Software Engineering,2018,165828,Yes,High-standard Job
PIEAS,BS Software Engineering,2018,536377,Yes,High-standard Job
PIEAS,BS Software Engineering,2018,79080,Yes,Government Job
PIEAS,BS Software Engineering,2018,62001,No,Freelancer
PIEAS,BS Software Engineering,2018,313385,Yes,High-standard Job
PIEAS,BS Software Engineering,2018,120950,No,High-standard Job
PIEAS,BS Software Engineering,2018,65474,No,Low-standard Job
PIEAS,BS Software Engineering,2019,115196,Yes,High-standard Job
